"","SlaughterTaxLevel","SlaughterTaxRevenue","SlaughterTaxDeltaCarbon","SlaughterTaxDeltaDD"
"87",0.087,2.5382800222032,-0.592338844152209,-0.0914566858968063
"88",0.088,2.5673621778286,-0.599162539302142,-0.0925120346168202
"89",0.089,2.59644220053151,-0.605986580240184,-0.0935674774262734
"90",0.09,2.62552009002591,-0.61281096697752,-0.0946230143385876
"91",0.091,2.65459584602571,-0.619635699520046,-0.0956786453671748
"92",0.092,2.68366946824475,-0.62646077787825,-0.0967343705254942
"93",0.093,2.71274095639684,-0.633286202060134,-0.0977901898269512
"94",0.094,2.74181031019573,-0.64011197207472,-0.0988461032849632
"95",0.095,2.77087752935511,-0.64693808793082,-0.099902110912966
"96",0.096,2.7999426135886,-0.653764549638467,-0.100958212724376
"97",0.097,2.82900556260981,-0.660591357202719,-0.102014408732634
"98",0.098,2.85806637613224,-0.667418510635343,-0.103070698951189
"99",0.099,2.88712505386938,-0.674246009943062,-0.104127083393446
"100",0.1,2.91618159553465,-0.681073855136802,-0.10518356207284
"101",0.101,2.94523600084141,-0.687902046224053,-0.106240135002818
"102",0.102,2.97428826950296,-0.694730583211509,-0.107296802196793
"103",0.103,3.00333840123257,-0.701559466108961,-0.10835356366822
"104",0.104,3.03238639574343,-0.708388694926782,-0.109410419430552
"105",0.105,3.0614322527487,-0.715218269672633,-0.110467369497191
"106",0.106,3.09047597196145,-0.722048190351543,-0.11152441388156
"107",0.107,3.11951755309474,-0.72887845697656,-0.11258155259716
"108",0.108,3.14855699586154,-0.735709069554147,-0.113638785657393
"109",0.109,3.17759429997477,-0.742540028092961,-0.114696113075703
"110",0.11,3.20662946514732,-0.749371332600191,-0.115753534865513
"111",0.111,3.235662491092,-0.756202983085842,-0.11681105104031
"112",0.112,3.26469337752157,-0.763034979557133,-0.11786866161354
"113",0.113,3.29372212414875,-0.769867322022961,-0.118926366598574
"114",0.114,3.32274873068619,-0.776700010493201,-0.119984166008934
"115",0.115,3.35177319684649,-0.783533044972927,-0.121042059858048
"116",0.116,3.3807955223422,-0.79036642547311,-0.122100048159328
"117",0.117,3.4098157068858,-0.797200152001992,-0.123158130926273
"118",0.118,3.43883375018973,-0.804034224565257,-0.124216308172316
"119",0.119,3.46784965196637,-0.810868643174487,-0.125274579910945
"120",0.12,3.49686341192807,-0.817703407836333,-0.12633294615552
"121",0.121,3.52587502978707,-0.8245385185554,-0.127391406919559
"122",0.122,3.55488450525561,-0.83137397534604,-0.12844996221648
"123",0.123,3.58389183804583,-0.838209778211876,-0.12950861205983
"124",0.124,3.61289702786987,-0.845045927164279,-0.130567356462965
"125",0.125,3.64190007443977,-0.851882422209684,-0.131626195439349
"126",0.126,3.67090097746751,-0.858719263356008,-0.132685129002505
"127",0.127,3.69989973666507,-0.865556450610043,-0.133744157165831
"128",0.128,3.72889635174431,-0.872393983985489,-0.134803279942825
"129",0.129,3.75789082241708,-0.879231863487831,-0.135862497346917
"130",0.13,3.78688314839515,-0.886070089116089,-0.136921809391622
"131",0.131,3.81587332939027,-0.892908660888665,-0.137981216090337
"132",0.132,3.84486136511409,-0.899747578811727,-0.139040717456534
"133",0.133,3.87384725527822,-0.90658684289312,-0.140100313503768
"134",0.134,3.90283099959424,-0.913426453136495,-0.141160004245381
"135",0.135,3.93181259777366,-0.920266409553221,-0.142219789694857
"136",0.136,3.96079204952791,-0.927106712153602,-0.143279669865794
"137",0.137,3.98976935456841,-0.933947360941332,-0.144339644771469
"138",0.138,4.01874451260648,-0.940788355926429,-0.145399714425586
"139",0.139,4.04771752335344,-0.947629697116597,-0.146459878841311
"140",0.14,4.07668838652049,-0.954471384519849,-0.147520138032456
"141",0.141,4.10565710181884,-0.961313418138786,-0.148580492012198
"142",0.142,4.1346236689596,-0.968155797989851,-0.149640940794114
"143",0.143,4.16358808765382,-0.974998524072149,-0.150701484391779
"144",0.144,4.19255035761254,-0.981841596406312,-0.151762122818579
"145",0.145,4.22151047854672,-0.988685014983915,-0.152822856087982
"146",0.146,4.25046845016725,-0.995528779828504,-0.153883684213502
"147",0.147,4.27942427218499,-1.00237289093158,-0.154944607208613
"148",0.148,4.30837794431075,-1.00921734831161,-0.156005625086591
"149",0.149,4.33732946625522,-1.01606215197248,-0.157066737861423
"150",0.15,4.36627883772915,-1.02290730192053,-0.158127945546069
"151",0.151,4.39522605844312,-1.02975279816613,-0.159189248154303
"152",0.152,4.42417112810775,-1.03659864072034,-0.16025064569946
"153",0.153,4.45311404643353,-1.04344482958638,-0.161312138195083
"154",0.154,4.48205481313094,-1.05029136477445,-0.16237372565464
"155",0.155,4.51099342791039,-1.05713824628187,-0.163435408091701
"156",0.156,4.53992989048224,-1.06398547412971,-0.16449718551962
"157",0.157,4.56886420055677,-1.07083304831349,-0.165559057952083
"158",0.158,4.59779635784428,-1.07768096885131,-0.166621025402212
"159",0.159,4.62672636205492,-1.08452923575075,-0.16768308788382
"160",0.16,4.65565421289882,-1.09137784899862,-0.168745245410397
"161",0.161,4.6845799100861,-1.0982268086368,-0.169807497995276
"162",0.162,4.71350345332676,-1.10507611463886,-0.170869845652058
"163",0.163,4.74242484233079,-1.11192576704258,-0.171932288394118
"164",0.164,4.7713440768081,-1.11877576583142,-0.172994826235094
"165",0.165,4.80026115646857,-1.12562611101285,-0.17405745918831
"166",0.166,4.82917608102196,-1.13247680262191,-0.175120187267575
"167",0.167,4.85808885017811,-1.13932784063127,-0.176183010485947
"168",0.168,4.88699946364664,-1.14617922506993,-0.177245928857275
"169",0.169,4.91590792113723,-1.15303095593626,-0.178308942394876
"170",0.17,4.94481422235946,-1.15988303324016,-0.179372051112393
"171",0.171,4.97371836702287,-1.16673545698713,-0.180435255023191
"172",0.172,5.00262035483695,-1.17358822718603,-0.181498554140762
"173",0.173,5.0315201855111,-1.18044134384868,-0.182561948478769
"174",0.174,5.0604178587547,-1.18729480697279,-0.183625438050627
"175",0.175,5.08931337427707,-1.19414861657346,-0.184689022869839
"176",0.176,5.11820673178747,-1.20100277265493,-0.185752702949828
"177",0.177,5.14709793099512,-1.20785727521935,-0.186816478304148
"178",0.178,5.17598697160916,-1.21471212427127,-0.187880348946345
"179",0.179,5.20487385333865,-1.22156731982972,-0.18894431488999
"180",0.18,5.2337585758927,-1.22842286189697,-0.190008376148381
"181",0.181,5.26264113898027,-1.23527875047843,-0.191072532735101
"182",0.182,5.2915215423102,-1.24213498559884,-0.192136784664116
"183",0.183,5.32039978559151,-1.24899156723215,-0.193201131948175
"184",0.184,5.34927586853296,-1.25584849539088,-0.194265574601165
"185",0.185,5.37814979084331,-1.26270577010681,-0.195330112636613
"186",0.186,5.40702155223125,-1.26956339136846,-0.196394746068132
"187",0.187,5.43589115240546,-1.27642135919824,-0.197459474909101
"188",0.188,5.46475859107454,-1.28327967357576,-0.198524299173082
"189",0.189,5.49362386794708,-1.29013833452468,-0.199589218873323
"190",0.19,5.52248698273148,-1.29699734206613,-0.200654234023851
"191",0.191,5.5513479351362,-1.30385669616859,-0.201719344638048
"192",0.192,5.58020672486973,-1.31071639687499,-0.202784550728836
"193",0.193,5.60906335164031,-1.31757644417361,-0.203849852310226
"194",0.194,5.63791781515616,-1.32443683807865,-0.204915249395996
"195",0.195,5.66677011512557,-1.33129757858622,-0.20598074199935
"196",0.196,5.69562025125671,-1.33815866571643,-0.207046330133626
"197",0.197,5.72446822325764,-1.34502009947064,-0.208112013812702
"198",0.198,5.75331403083646,-1.35188187987129,-0.209177793049881
"199",0.199,5.78215767370114,-1.35874400687891,-0.210243667858701
"200",0.2,5.81099915155956,-1.36560648055983,-0.21130963825307
"201",0.201,5.83983846411973,-1.37246930087673,-0.21237570424592
"202",0.202,5.86867561108939,-1.37933246784381,-0.21344186585124
"203",0.203,5.89751059217636,-1.38619598148703,-0.214508123082231
"204",0.204,5.92634340708837,-1.3930598417919,-0.215574475952515
"205",0.205,5.95517405553305,-1.39992404876494,-0.216640924475815
"206",0.206,5.98400253721795,-1.40678860243266,-0.217707468665812
"207",0.207,6.01282885185083,-1.41365350279379,-0.218774108535161
"208",0.208,6.04165299913893,-1.4205187498639,-0.219840844098648
"209",0.209,6.07047497878995,-1.42738434360514,-0.22090767536852
"210",0.21,6.09929479051114,-1.4342502840577,-0.221974602359138
"211",0.211,6.12811243400985,-1.4411165712304,-0.22304162508388
"212",0.212,6.15692790899333,-1.44798320512665,-0.224108743556357
"213",0.213,6.18574121516888,-1.45485018575955,-0.225175957789943
"214",0.214,6.21455235224369,-1.46171751310432,-0.226243267797917
"215",0.215,6.24336131992484,-1.46858518720887,-0.227310673594067
"216",0.216,6.27216811791931,-1.47545320805149,-0.228378175192271
"217",0.217,6.30097274593414,-1.48232157563712,-0.229445772606017
"218",0.218,6.32977520367633,-1.48919029001362,-0.230513465848465
"219",0.219,6.35857549085279,-1.49605935112126,-0.231581254933231
"220",0.22,6.38737360717036,-1.50292875900676,-0.232649139873817
"221",0.221,6.41616955233582,-1.5097985136475,-0.233717120683774
"222",0.222,6.44496332605568,-1.51666861513216,-0.234785197377601
"223",0.223,6.47375492803703,-1.52353906335506,-0.235853369967057
"224",0.224,6.50254435798626,-1.5304098583867,-0.236921638466703
"225",0.225,6.53133161560992,-1.53728100022276,-0.237990002890151
"226",0.226,6.56011670061449,-1.54415248886417,-0.239058463251116
"227",0.227,6.58889961270638,-1.55102432430989,-0.240127019563271
"228",0.228,6.61768035159235,-1.55789650659142,-0.241195671838668
"229",0.229,6.64645891697839,-1.5647690356772,-0.242264420092295
"230",0.23,6.67523530857093,-1.57164191162022,-0.243333264337299
"231",0.231,6.70400952607605,-1.57851513436155,-0.244402204587657
"232",0.232,6.73278156920019,-1.58538870398372,-0.245471240855997
"233",0.233,6.76155143764925,-1.59226262046742,-0.246540373156722
"234",0.234,6.79031913112933,-1.59913688378015,-0.24760960150328
"235",0.235,6.81908464934653,-1.60601149395565,-0.24867892590891
"236",0.236,6.84784799200685,-1.61288645095465,-0.249748346386978
"237",0.237,6.87660915881606,-1.61976175489553,-0.250817862951515
"238",0.238,6.90536814948016,-1.62663740566973,-0.251887475615567
"239",0.239,6.93412496370479,-1.63351340335946,-0.252957184393318
"240",0.24,6.96287960119572,-1.64038974790405,-0.25402698929811
"241",0.241,6.99163206165849,-1.64726643938386,-0.255096890344224
"242",0.242,7.02038234479916,-1.65414347772322,-0.25616688754329
"243",0.243,7.04913045032313,-1.66102086298388,-0.257236980909717
"244",0.244,7.07787637793567,-1.66789859514942,-0.258307170458009
"245",0.245,7.10662012734249,-1.6747766742582,-0.259377456200717
"246",0.246,7.13536169824866,-1.68165510026432,-0.260447838152816
"247",0.247,7.16410109036001,-1.6885338732051,-0.261518316325924
"248",0.248,7.19283830338153,-1.69541299308959,-0.262588890734886
"249",0.249,7.22157333701858,-1.70229245992942,-0.263659561392702
"250",0.25,7.25030619097644,-1.70917227367295,-0.264730328312659
"251",0.251,7.27903686496003,-1.71605243436936,-0.265801191509107
"252",0.252,7.30776535867441,-1.72293294204992,-0.266872150995736
"253",0.253,7.33649167182482,-1.7298137966834,-0.267943206785199
"254",0.254,7.36521580411595,-1.7366949983043,-0.269014358892114
"255",0.255,7.39393775525278,-1.74357654684927,-0.270085607329944
"256",0.256,7.42265752494065,-1.7504584424002,-0.271156952110148
"257",0.257,7.45137511288366,-1.7573406849553,-0.272228393249255
"258",0.258,7.48009051878697,-1.76422327443713,-0.27329993075906
"259",0.259,7.50880374235499,-1.77110621098491,-0.274371564654335
"260",0.26,7.53751478329282,-1.7779894944762,-0.27544329494669
"261",0.261,7.56622364130463,-1.78487312499665,-0.276515121651452
"262",0.262,7.59493031609505,-1.79175710251178,-0.27758704478175
"263",0.263,7.62363480736868,-1.79864142707547,-0.27865906435064
"264",0.264,7.6523371148298,-1.80552609861888,-0.279731180372197
"265",0.265,7.68103723818276,-1.81241111718957,-0.280803392860035
"266",0.266,7.70973517713158,-1.81929648281269,-0.281875701828871
"267",0.267,7.73843093138096,-1.82618219550034,-0.282948107290446
"268",0.268,7.767124500635,-1.83306825517148,-0.284020609258853
"269",0.269,7.79581588459795,-1.83995466194014,-0.285093207747097
"270",0.27,7.8245050829736,-1.84684141573213,-0.286165902769951
"271",0.271,7.85319209546577,-1.8537285165462,-0.287238694341726
"272",0.272,7.88187692177913,-1.86061596446187,-0.288311582473485
"273",0.273,7.91055956161719,-1.86750375940839,-0.289384567180214
"274",0.274,7.93924001468371,-1.87439190151368,-0.290457648475967
"275",0.275,7.96791828068272,-1.88128039061695,-0.29153082637341
"276",0.276,7.99659435931807,-1.88816922684815,-0.292604100885887
"277",0.277,8.02526825029323,-1.89505841008555,-0.293677472027737
"278",0.278,8.05393995331196,-1.90194794049438,-0.294750939812056
"279",0.279,8.08260946807729,-1.90883781800942,-0.295824504254559
"280",0.28,8.11127679429386,-1.91572804246891,-0.296898165364921
"281",0.281,8.13994193166402,-1.92261861421296,-0.297971923160299
"282",0.282,8.16860487989175,-1.92950953294634,-0.29904577765291
"283",0.283,8.19726563868018,-1.93640079886916,-0.300119728856633
"284",0.284,8.22592420773372,-1.94329241187781,-0.301193776781513
"285",0.285,8.25458058675393,-1.95018437203372,-0.30226792144692
"286",0.286,8.28323477544482,-1.95707667931667,-0.303342162863811
"287",0.287,8.3118867735093,-1.96396933370089,-0.304416501046527
"288",0.288,8.34053658065101,-1.97086233525447,-0.305490936006493
"289",0.289,8.36918419657265,-1.97775568391702,-0.306565467758645
"290",0.29,8.39782962097672,-1.98464937976625,-0.307640096318191
"291",0.291,8.42647285356693,-1.99154342275757,-0.308714821696131
"292",0.292,8.45511389404549,-1.99843781290976,-0.309789643908113
"293",0.293,8.48375274211613,-2.00533255015063,-0.310864562964977
"294",0.294,8.51238939748008,-2.01222763470079,-0.311939578884857
"295",0.295,8.54102385984115,-2.01912306629676,-0.313014691678137
"296",0.296,8.5696561289022,-2.02601884503997,-0.314089901357461
"297",0.297,8.59828620436536,-2.03291497106763,-0.315165207938112
"298",0.298,8.62691408593315,-2.03981144426402,-0.316240611433805
"299",0.299,8.65553977330818,-2.04670826463718,-0.317316111857205
"300",0.3,8.68416326619243,-2.05360543216588,-0.318391709224021
"301",0.301,8.71278456428906,-2.06050294689769,-0.319467403544781
"302",0.302,8.7414036672995,-2.06740080878528,-0.320543194836347
"303",0.303,8.77002057492679,-2.07429901794794,-0.321619083109457
"304",0.304,8.79863528687294,-2.08119757428936,-0.322695068378536
"305",0.305,8.82724780283932,-2.08809647796119,-0.323771150659587
"306",0.306,8.8558581225295,-2.09499572876679,-0.324847329961523
"307",0.307,8.88446624564407,-2.10189532676137,-0.325923606302646
"308",0.308,8.91307217188571,-2.10879527202601,-0.326999979694128
"309",0.309,8.94167590095616,-2.11569556452628,-0.328076450150338
"310",0.31,8.97027743255811,-2.12259620416778,-0.329153017682227
"311",0.311,8.99887676639175,-2.12949719104681,-0.330229682308726
"312",0.312,9.02747390216011,-2.13639852534638,-0.331306444039143
"313",0.313,9.05606883956496,-2.14330020670661,-0.33238330288693
"314",0.314,9.08466157830669,-2.15020223541961,-0.333460258869892
"315",0.315,9.11325211808816,-2.15710461137974,-0.334537311997339
"316",0.316,9.14184045861044,-2.16400733454989,-0.33561446228442
"317",0.317,9.17042659957514,-2.17091040503846,-0.336691709744486
"318",0.318,9.19901054068306,-2.17781382280207,-0.337769054393352
"319",0.319,9.22759228163615,-2.18471758777378,-0.338846496242278
"320",0.32,9.25617182213629,-2.19162169998313,-0.339924035303438
"321",0.321,9.28474916188335,-2.19852615951895,-0.341001671594582
"322",0.322,9.31332430058009,-2.20543096637269,-0.342079405124753
"323",0.323,9.34189723792629,-2.21233612047817,-0.343157235911618
"324",0.324,9.37046797362379,-2.21924162185761,-0.344235163966736
"325",0.325,9.39903650737381,-2.22614747068384,-0.345313189302732
"326",0.326,9.42760283887639,-2.23305366667323,-0.346391311936658
"327",0.327,9.45616696783268,-2.23996020997257,-0.347469531880955
"328",0.328,9.48472889394458,-2.24686710055492,-0.34854784914625
"329",0.329,9.51328861691241,-2.25377433850238,-0.349626263747956
"330",0.33,9.54184613643587,-2.26068192378516,-0.350704775702797
"331",0.331,9.5704014522177,-2.26758985629424,-0.351783385018082
"332",0.332,9.59895456395627,-2.27449813620827,-0.352862091714236
"333",0.333,9.62750547135428,-2.28140676342122,-0.35394089579886
"334",0.334,9.65605417411093,-2.28831573776313,-0.35501979728923
"335",0.335,9.68460067192833,-2.2952250597338,-0.356098796194561
"336",0.336,9.71314496450356,-2.30213472879953,-0.357177892538328
"337",0.337,9.74168705153928,-2.30904474536958,-0.358257086327024
"338",0.338,9.77022693273662,-2.31595510926383,-0.359336377571862
"339",0.339,9.79876460779473,-2.32286582050295,-0.360415766290239
"340",0.34,9.82730007641348,-2.32977687897596,-0.361495252496657
"341",0.341,9.85583333829334,-2.33668828498351,-0.362574836203719
"342",0.342,9.88436439313531,-2.34360003823534,-0.363654517422354
"343",0.343,9.91289324063819,-2.35051213888784,-0.364734296169666
"344",0.344,9.941419880502,-2.35742458680315,-0.365814172459514
"345",0.345,9.96994431242856,-2.36433738217262,-0.366894146299846
"346",0.346,9.99846653611456,-2.37125052482624,-0.367974217713446
"347",0.347,10.0269865512633,-2.37816401500397,-0.369054386703954
"348",0.348,10.055504357571,-2.38507785239051,-0.370134653295392
"349",0.349,10.0840199547403,-2.3919920372601,-0.371215017492867
"350",0.35,10.1125333424689,-2.39890656947581,-0.372295479315389
"351",0.351,10.1410445204574,-2.4058214490025,-0.373376038774014
"352",0.352,10.1695534884053,-2.41273667603055,-0.374456695882283
"353",0.353,10.198060246011,-2.41965225056242,-0.375537450656901
"354",0.354,10.2265647929762,-2.4265681722445,-0.376618303105434
"355",0.355,10.2550671289992,-2.4334844415894,-0.377699253244384
"356",0.356,10.2835672537779,-2.44040105794075,-0.37878030109105
"357",0.357,10.3120651670139,-2.44731802211163,-0.379861446653038
"358",0.358,10.3405608684034,-2.45423533342455,-0.380942689951652
"359",0.359,10.3690543576488,-2.46115299229105,-0.382024030992502
"360",0.36,10.3975456344472,-2.46807099832087,-0.383105469793989
"361",0.361,10.4260346984983,-2.47498935207292,-0.384187006367986
"362",0.362,10.4545215495013,-2.48190805300054,-0.38526864072805
"363",0.363,10.4830061871554,-2.48882710151361,-0.386350372886456
"364",0.364,10.5114886111589,-2.49574649745293,-0.38743220285895
"365",0.365,10.5399688212086,-2.50266624077595,-0.388514130664678
"366",0.366,10.5684468170068,-2.50958633149465,-0.38959615630704
"367",0.367,10.59692259825,-2.51650676957424,-0.39067827980632
"368",0.368,10.6253961646391,-2.52342755523267,-0.391760501169559
"369",0.369,10.6538675158697,-2.53034868827122,-0.392842820419318
"370",0.37,10.6823366516419,-2.53727016874325,-0.393925237564246
"371",0.371,10.7108035716553,-2.54419199664734,-0.39500775261498
"372",0.372,10.739268275605,-2.55111417202329,-0.396090365594873
"373",0.373,10.7677307631927,-2.55803669500195,-0.397173076508081
"374",0.374,10.7961910341143,-2.56495956520685,-0.398255885374607
"375",0.375,10.8246490880724,-2.5718827829667,-0.399338792196744
"376",0.376,10.8531049247593,-2.57880634824288,-0.400421797003602
"377",0.377,10.8815585438763,-2.5857302606978,-0.401504899801081
"378",0.378,10.9100099451219,-2.5926545208798,-0.402588100601695
"379",0.379,10.9384591281935,-2.59957912841806,-0.403671399420206
"380",0.38,10.9669060927867,-2.60650408346329,-0.404754796276687
"381",0.381,10.9953508386045,-2.61342938594522,-0.40583829117194
"382",0.382,11.0237933653412,-2.62035503578598,-0.406921884128503
"383",0.383,11.052233672694,-2.62728103325244,-0.408005575161919
"384",0.384,11.0806717603636,-2.63420737833678,-0.409089364277846
"385",0.385,11.1091076280462,-2.64113407065784,-0.410173251494426
"386",0.386,11.1375412754375,-2.64806111062319,-0.411257236829789
"387",0.387,11.1659727022379,-2.65498849807615,-0.412341320290735
"388",0.388,11.1944019081449,-2.66191623272024,-0.413425501891427
"389",0.389,11.2228288928559,-2.66884431512719,-0.414509781644731
"390",0.39,11.2512536560662,-2.67577274497093,-0.415594159570369
"391",0.391,11.2796761974729,-2.68270152241182,-0.416678635682172
"392",0.392,11.3080965167773,-2.68963064720595,-0.417763209984927
"393",0.393,11.3365146136733,-2.69656011941044,-0.418847882499536
"394",0.394,11.3649304878592,-2.70348993912647,-0.419932653237062
"395",0.395,11.3933441390338,-2.71042010652781,-0.421017522207245
"396",0.396,11.4217555668923,-2.71735062142692,-0.4221024894291
"397",0.397,11.4501647711301,-2.72428148352601,-0.423187554919881
"398",0.398,11.4785717514465,-2.73121269334669,-0.424272718687077
"399",0.399,11.5069765075375,-2.73814425092593,-0.425357980747127
"400",0.4,11.5353790391001,-2.74507615567985,-0.42644334111325
"401",0.401,11.5637793458329,-2.75200840788959,-0.427528799794802
"402",0.402,11.5921774274311,-2.75894100798546,-0.428614356809277
"403",0.403,11.6205732835912,-2.76587395524334,-0.42970001217103
"404",0.404,11.6489669140082,-2.77280725030512,-0.430785765897241
"405",0.405,11.677358318383,-2.77974089249859,-0.431871617990712
"406",0.406,11.7057474964097,-2.78667488267813,-0.432957568472861
"407",0.407,11.7341344477858,-2.79360921978713,-0.434043617353581
"408",0.408,11.7625191722049,-2.80054390516131,-0.435129764652842
"409",0.409,11.7909016693667,-2.80747893769478,-0.436216010377994
"410",0.41,11.8192819389648,-2.81441431762821,-0.437302354547482
"411",0.411,11.8476599806962,-2.82135004523154,-0.438388797174262
"412",0.412,11.8760357942574,-2.8282861203673,-0.439475338270733
"413",0.413,11.9044093793492,-2.83522254325774,-0.440561977840144
"414",0.414,11.9327807356596,-2.84215931331242,-0.441648715914955
"415",0.415,11.9611498628903,-2.849096430909,-0.442735552495404
"416",0.416,11.9895167607344,-2.85603389636231,-0.443822487602013
"417",0.417,12.0178814288874,-2.86297170906175,-0.444909521249574
"418",0.418,12.0462438670485,-2.86990986964906,-0.445996653443947
