"","CarbonTaxLevel","CarbonTaxRevenue","CarbonTaxDeltaCarbon","CarbonTaxDeltaDD"
"91",0.91,2.5153906071783,-19.4930899261867,-0.019737976079041
"92",0.92,2.54283711502741,-19.7052064205569,-0.0199559666163074
"93",0.93,2.57027942243317,-19.9172778756538,-0.0201739805873168
"94",0.94,2.59771753073273,-20.129304306381,-0.0203920179838953
"95",0.95,2.62515144126267,-20.3412857276362,-0.0206100787978891
"96",0.96,2.65258115535898,-20.5532221543119,-0.0208281630211213
"97",0.97,2.68000667435707,-20.7651136012901,-0.0210462706454289
"98",0.98,2.70742799959174,-20.9769600834539,-0.0212644016626558
"99",0.99,2.73484513239721,-21.1887616156703,-0.0214825560646274
"100",1,2.76225807410711,-21.4005182128053,-0.0217007338432122
"101",1.01,2.7896668260545,-21.6122298897188,-0.0219189349902422
"102",1.02,2.81707138957183,-21.8238966612622,-0.0221371594975618
"103",1.03,2.84447176599097,-22.0355185422787,-0.0223554073570464
"104",1.04,2.8718679566432,-22.2470955476084,-0.0225736785605322
"105",1.05,2.89925996285923,-22.4586276920828,-0.0227919730998835
"106",1.06,2.92664778596916,-22.6701149905278,-0.0230102909669623
"107",1.07,2.95403142730251,-22.8815574577622,-0.023228632153624
"108",1.08,2.98141088818823,-23.0929551085967,-0.0234469966517597
"109",1.09,3.00878616995467,-23.3043079578391,-0.0236653844532052
"110",1.1,3.0361572739296,-23.515616020287,-0.0238837955498655
"111",1.11,3.0635242014402,-23.7268793107335,-0.0241022299335942
"112",1.12,3.09088695381307,-23.9380978439632,-0.0243206875962819
"113",1.13,3.11824553237423,-24.1492716347583,-0.0245391685297904
"114",1.14,3.14559993844912,-24.3604006978889,-0.0247576727260364
"115",1.15,3.17295017336257,-24.5714850481222,-0.0249762001768715
"116",1.16,3.20029623843885,-24.7825247002195,-0.0251947508742119
"117",1.17,3.22763813500166,-24.9935196689308,-0.0254133248099302
"118",1.18,3.25497586437408,-25.2044699690043,-0.0256319219759225
"119",1.19,3.28230942787864,-25.415375615181,-0.0258505423641057
"120",1.2,3.30963882683727,-25.6262366221943,-0.026069185966361
"121",1.21,3.33696406257133,-25.8370530047694,-0.0262878527746038
"122",1.22,3.3642851364016,-26.0478247776283,-0.026506542780727
"123",1.23,3.39160204964826,-26.2585519554853,-0.0267252559766541
"124",1.24,3.41891480363092,-26.4692345530461,-0.0269439923542777
"125",1.25,3.44622339966863,-26.6798725850128,-0.0271627519055262
"126",1.26,3.47352783907984,-26.8904660660805,-0.027381534622313
"127",1.27,3.50082812318241,-27.1010150109365,-0.0276003404965603
"128",1.28,3.52812425329364,-27.3115194342613,-0.0278191695201935
"129",1.29,3.55541623073025,-27.521979350731,-0.028038021685128
"130",1.3,3.58270405680838,-27.7323947750132,-0.0282568969833015
"131",1.31,3.60998773284357,-27.9427657217714,-0.028475795406636
"132",1.32,3.63726726015082,-28.1530922056585,-0.0286947169470701
"133",1.33,3.66454264004453,-28.3633742413249,-0.0289136615965414
"134",1.34,3.69181387383852,-28.5736118434142,-0.029132629346991
"135",1.35,3.71908096284604,-28.7838050265602,-0.0293516201903457
"136",1.36,3.74634390837976,-28.9939538053931,-0.0295706341185737
"137",1.37,3.77360271175178,-29.2040581945358,-0.0297896711236001
"138",1.38,3.80085737427361,-29.4141182086072,-0.0300087311973996
"139",1.39,3.82810789725621,-29.6241338622136,-0.030227814331902
"140",1.4,3.85535428200994,-29.8341051699609,-0.03044692051907
"141",1.41,3.8825965298446,-30.0440321464457,-0.0306660497508726
"142",1.42,3.9098346420694,-30.2539148062591,-0.0308852020192544
"143",1.43,3.93706861999299,-30.4637531639846,-0.0311043773161971
"144",1.44,3.96429846492344,-30.6735472342014,-0.0313235756336532
"145",1.45,3.99152417816824,-30.8832970314795,-0.0315427969635919
"146",1.46,4.01874576103432,-31.0930025703836,-0.0317620412979979
"147",1.47,4.04596321482804,-31.3026638654733,-0.0319813086288395
"148",1.48,4.07317654085516,-31.5122809313008,-0.0322005989480902
"149",1.49,4.10038574042089,-31.721853782411,-0.0324199122477343
"150",1.5,4.12759081482987,-31.9313824333429,-0.0326392485197602
"151",1.51,4.15479176538615,-32.1408668986299,-0.0328586077561417
"152",1.52,4.18198859339322,-32.3503071927983,-0.0330779899488843
"153",1.53,4.20918130015401,-32.5597033303679,-0.0332973950899611
"154",1.54,4.23636988697087,-32.7690553258516,-0.0335168231713814
"155",1.55,4.26355435514555,-32.9783631937576,-0.0337362741851356
"156",1.56,4.29073470597928,-33.187626948586,-0.0339557481232221
"157",1.57,4.31791094077269,-33.3968466048318,-0.0341752449776477
"158",1.58,4.34508306082584,-33.6060221769824,-0.0343947647404071
"159",1.59,4.37225106743824,-33.8151536795191,-0.0346143074035238
"160",1.6,4.39941496190881,-34.0242411269165,-0.0348338729590011
"161",1.61,4.4265747455359,-34.2332845336452,-0.0350534613988538
"162",1.62,4.45373041961732,-34.442283914166,-0.0352730727150825
"163",1.63,4.48088198545029,-34.6512392829352,-0.0354927068997362
"164",1.64,4.50802944433145,-34.8601506544035,-0.0357123639448162
"165",1.65,4.5351727975569,-35.0690180430128,-0.0359320438423528
"166",1.66,4.56231204642216,-35.2778414632001,-0.036151746584367
"167",1.67,4.58944719222218,-35.486620929396,-0.0363714721628886
"168",1.68,4.61657823625134,-35.6953564560252,-0.0365912205699616
"169",1.69,4.64370517980348,-35.904048057505,-0.0368109917976109
"170",1.7,4.67082802417184,-36.1126957482473,-0.037030785837873
"171",1.71,4.69794677064912,-36.3212995426564,-0.0372506026828082
"172",1.72,4.72506142052744,-36.5298594551311,-0.0374704423244342
"173",1.73,4.75217197509835,-36.7383755000641,-0.037690304754805
"174",1.74,4.77927843565285,-36.9468476918424,-0.0379101899659838
"175",1.75,4.80638080348138,-37.1552760448445,-0.0381300979500001
"176",1.76,4.8334790798738,-37.363660573443,-0.038350028698919
"177",1.77,4.86057326611941,-37.5720012920067,-0.0385699822048055
"178",1.78,4.88766336350694,-37.7802982148953,-0.0387899584597019
"179",1.79,4.91474937332459,-37.9885513564634,-0.0390099574556807
"180",1.8,4.94183129685995,-38.1967607310601,-0.0392299791848074
"181",1.81,4.96890913540008,-38.4049263530243,-0.0394500236391563
"182",1.82,4.99598289023147,-38.6130482366943,-0.0396700908107826
"183",1.83,5.02305256264005,-38.8211263963982,-0.0398901806917736
"184",1.84,5.05011815391117,-39.0291608464586,-0.0401102932741907
"185",1.85,5.07717966532965,-39.2371516011926,-0.0403304285501305
"186",1.86,5.10423709817972,-39.4450986749086,-0.0405505865116504
"187",1.87,5.13129045374507,-39.6530020819129,-0.0407707671508609
"188",1.88,5.15833973330883,-39.8608618365018,-0.0409909704598297
"189",1.89,5.18538493815354,-40.0686779529673,-0.0412111964306558
"190",1.9,5.21242606956122,-40.2764504455937,-0.0414314450554328
"191",1.91,5.23946312881331,-40.48417932866,-0.0416517163262433
"192",1.92,5.26649611719068,-40.6918646164395,-0.0418720102352013
"193",1.93,5.29352503597367,-40.8995063231969,-0.0420923267743999
"194",1.94,5.32054988644205,-41.1071044631935,-0.042312665935935
"195",1.95,5.34757066987501,-41.3146590506831,-0.0425330277119255
"196",1.96,5.37458738755122,-41.5221700999118,-0.0427534120944684
"197",1.97,5.40160004074875,-41.7296376251209,-0.0429738190756725
"198",1.98,5.42860863074516,-41.9370616405463,-0.0431942486476702
"199",1.99,5.45561315881741,-42.1444421604156,-0.0434147008025573
"200",2,5.48261362624194,-42.3517791989522,-0.0436351755324692
"201",2.01,5.50961003429459,-42.5590727703721,-0.0438556728295151
"202",2.02,5.53660238425069,-42.7663228888844,-0.0440761926858136
"203",2.03,5.56359067738499,-42.9735295686932,-0.0442967350935245
"204",2.04,5.59057491497169,-43.180692823995,-0.0445173000447504
"205",2.05,5.61755509828442,-43.3878126689823,-0.0447378875316215
"206",2.06,5.64453122859628,-43.5948891178398,-0.0449584975462931
"207",2.07,5.67150330717981,-43.8019221847455,-0.0451791300808752
"208",2.08,5.69847133530698,-44.0089118838729,-0.0453997851275292
"209",2.09,5.72543531424921,-44.215858229388,-0.0456204626784036
"210",2.1,5.75239524527739,-44.4227612354495,-0.0458411627256341
"211",2.11,5.77935112966182,-44.6296209162135,-0.0460618852613548
"212",2.12,5.80630296867228,-44.8364372858254,-0.0462826302777491
"213",2.13,5.83325076357798,-45.0432103584286,-0.0465033977669468
"214",2.14,5.86019451564757,-45.2499401481564,-0.0467241877211156
"215",2.15,5.88713422614918,-45.4566266691396,-0.0469450001323993
"216",2.16,5.91406989635035,-45.6632699354997,-0.0471658349929695
"217",2.17,5.94100152751809,-45.869869961354,-0.0473866922950079
"218",2.18,5.96792912091885,-46.0764267608127,-0.0476075720306635
"219",2.19,5.99485267781855,-46.2829403479808,-0.0478284741921036
"220",2.2,6.02177219948252,-46.4894107369559,-0.0480493987715202
"221",2.21,6.04868768717558,-46.6958379418284,-0.0482703457610579
"222",2.22,6.07559914216198,-46.9022219766856,-0.0484913151529238
"223",2.23,6.10250656570542,-47.1085628556078,-0.0487123069392789
"224",2.24,6.12940995906905,-47.3148605926666,-0.0489333211123216
"225",2.25,6.15630932351548,-47.5211152019299,-0.0491543576642308
"226",2.26,6.18320466030676,-47.7273266974596,-0.0493754165871908
"227",2.27,6.21009597070441,-47.9334950933087,-0.0495964978734039
"228",2.28,6.23698325596937,-48.1396204035277,-0.0498176015150608
"229",2.29,6.26386651736208,-48.3457026421577,-0.0500387275043341
"230",2.3,6.29074575614237,-48.5517418232367,-0.0502598758334661
"231",2.31,6.31762097356958,-48.7577379607943,-0.0504810464946248
"232",2.32,6.34449217090247,-48.9636910688546,-0.0507022394800371
"233",2.33,6.37135934939927,-49.1696011614351,-0.0509234547818928
"234",2.34,6.39822251031765,-49.3754682525482,-0.0511446923924094
"235",2.35,6.42508165491474,-49.5812923562004,-0.0513659523038038
"236",2.36,6.45193678444713,-49.7870734863891,-0.0515872345082819
"237",2.37,6.47878790017086,-49.99281165711,-0.0518085389980643
"238",2.38,6.50563500334142,-50.1985068823496,-0.0520298657653731
"239",2.39,6.53247809521376,-50.4041591760889,-0.05225121480244
"240",2.4,6.55931717704228,-50.6097685523032,-0.0524725861014822
"241",2.41,6.58615225008085,-50.8153350249624,-0.0526939796547249
"242",2.42,6.61298331558278,-51.0208586080274,-0.0529153954543988
"243",2.43,6.63981037480084,-51.226339315457,-0.053136833492741
"244",2.44,6.66663342898728,-51.4317771612005,-0.0533582937620002
"245",2.45,6.69345247939375,-51.6371721592035,-0.0535797762543908
"246",2.46,6.72026752727143,-51.8425243234048,-0.0538012809621648
"247",2.47,6.7470785738709,-52.0478336677351,-0.0540228078775846
"248",2.48,6.77388562044222,-52.2531002061216,-0.0542443569928754
"249",2.49,6.80068866823491,-52.4583239524855,-0.0544659283002831
"250",2.5,6.82748771849795,-52.6635049207398,-0.054687521792082
"251",2.51,6.85428277247977,-52.8686431247921,-0.0549091374605106
"252",2.52,6.88107383142826,-53.0737385785464,-0.0551307752978371
"253",2.53,6.90786089659077,-53.278791295898,-0.0553524352963014
"254",2.54,6.93464396921413,-53.4838012907345,-0.0555741174481739
"255",2.55,6.96142305054459,-53.688768576942,-0.0557958217457664
"256",2.56,6.9881981418279,-53.8936931683978,-0.0560175481812716
"257",2.57,7.01496924430923,-54.0985750789734,-0.056239296746996
"258",2.58,7.04173635923325,-54.3034143225345,-0.0564610674352199
"259",2.59,7.06849948784408,-54.5082109129405,-0.0566828602382107
"260",2.6,7.09525863138527,-54.712964864045,-0.0569046751482396
"261",2.61,7.12201379109988,-54.9176761896961,-0.0571265121575986
"262",2.62,7.14876496823041,-55.1223449037341,-0.0573483712585641
"263",2.63,7.1755121640188,-55.3269710199951,-0.0575702524434344
"264",2.64,7.20225537970649,-55.5315545523081,-0.0577921557044857
"265",2.65,7.22899461653437,-55.7360955144971,-0.0580140810340202
"266",2.66,7.25572987574278,-55.9405939203784,-0.0582360284243168
"267",2.67,7.28246115857154,-56.1450497837638,-0.0584579978676892
"268",2.68,7.30918846625991,-56.3494631184589,-0.0586799893564156
"269",2.69,7.33591180004666,-56.5538339382617,-0.0589020028828227
"270",2.7,7.36263116116997,-56.7581622569681,-0.0591240384392004
"271",2.71,7.38934655086752,-56.9624480883618,-0.0593460960178628
"272",2.72,7.41605797037644,-57.1666914462267,-0.0595681756111169
"273",2.73,7.44276542093334,-57.370892344336,-0.0597902772112779
"274",2.74,7.46946890377428,-57.5750507964607,-0.0600124008106531
"275",2.75,7.49616842013478,-57.7791668163636,-0.060234546401565
"276",2.76,7.52286397124985,-57.9832404178004,-0.0604567139763267
"277",2.77,7.54955555835395,-58.1872716145239,-0.0606789035272758
"278",2.78,7.576243182681,-58.3912604202788,-0.0609011150467202
"279",2.79,7.60292684546441,-58.5952068488038,-0.0611233485270103
"280",2.8,7.62960654793704,-58.7991109138325,-0.0613456039604619
"281",2.81,7.65628229133122,-59.0029726290928,-0.0615678813393988
"282",2.82,7.68295407687875,-59.2067920083057,-0.0617901806561801
"283",2.83,7.7096219058109,-59.4105690651864,-0.062012501903131
"284",2.84,7.73628577935839,-59.6143038134441,-0.0622348450725943
"285",2.85,7.76294569875144,-59.8179962667819,-0.0624572101569119
"286",2.86,7.78960166521973,-60.0216464388972,-0.0626795971484305
"287",2.87,7.81625367999237,-60.2252543434824,-0.0629020060395038
"288",2.88,7.84290174429801,-60.4288199942221,-0.0631244368224791
"289",2.89,7.86954585936471,-60.6323434047961,-0.0633468894897182
"290",2.9,7.89618602642002,-60.8358245888775,-0.0635693640335526
"291",2.91,7.92282224669097,-61.0392635601354,-0.0637918604463792
"292",2.92,7.94945452140405,-61.2426603322302,-0.0640143787205279
"293",2.93,7.97608285178523,-61.4460149188174,-0.0642369188483924
"294",2.94,8.00270723905993,-61.6493273335476,-0.0644594808222938
"295",2.95,8.02932768445307,-61.8525975900655,-0.0646820646346532
"296",2.96,8.05594418918902,-62.0558257020073,-0.0649046702778133
"297",2.97,8.08255675449164,-62.2590116830054,-0.0651272977441503
"298",2.98,8.10916538158423,-62.4621555466875,-0.0653499470260506
"299",2.99,8.13577007168961,-62.6652573066713,-0.065572618115898
"300",3,8.16237082603004,-62.8683169765736,-0.0657953110060599
"301",3.01,8.18896764582726,-63.0713345700004,-0.0660180256889295
"302",3.02,8.21556053230248,-63.2743101005553,-0.0662407621568906
"303",3.03,8.24214948667639,-63.477243581836,-0.0664635204023393
"304",3.04,8.26873451016917,-63.6801350274307,-0.066686300417677
"305",3.05,8.29531560400043,-63.8829844509267,-0.0669091021952811
"306",3.06,8.3218927693893,-64.0857918658998,-0.0671319257275443
"307",3.07,8.34846600755436,-64.288557285926,-0.0673547710068896
"308",3.08,8.37503531971368,-64.4912807245703,-0.067577638025701
"309",3.09,8.40160070708478,-64.6939621953946,-0.0678005267764035
"310",3.1,8.42816217088469,-64.8966017119543,-0.068023437251388
"311",3.11,8.4547197123299,-65.099199287798,-0.0682463694430696
"312",3.12,8.48127333263636,-65.3017549364692,-0.0684693233438611
"313",3.13,8.50782303301953,-65.5042686715072,-0.0686922989461944
"314",3.14,8.53436881469432,-65.7067405064425,-0.068915296242461
"315",3.15,8.56091067887513,-65.9091704548,-0.0691383152251067
"316",3.16,8.58744862677582,-66.1115585301023,-0.069361355886539
"317",3.17,8.61398265960976,-66.3139047458614,-0.0695844182191871
"318",3.18,8.64051277858978,-66.5162091155862,-0.0698075022154782
"319",3.19,8.66703898492818,-66.7184716527798,-0.0700306078678482
"320",3.2,8.69356127983674,-66.9206923709377,-0.0702537351687294
"321",3.21,8.72007966452674,-67.1228712835516,-0.0704768841105641
"322",3.22,8.74659414020892,-67.3250084041052,-0.0707000546857822
"323",3.23,8.77310470809351,-67.5271037460779,-0.0709232468868274
"324",3.24,8.7996113693902,-67.7291573229448,-0.0711464607061387
"325",3.25,8.82611412530819,-67.9311691481703,-0.0713696961361758
"326",3.26,8.85261297705613,-68.1331392352174,-0.0715929531693913
"327",3.27,8.87910792584218,-68.3350675975424,-0.0718162317982138
"328",3.28,8.90559897287395,-68.536954248594,-0.0720395320151047
"329",3.29,8.93208611935856,-68.738799201817,-0.0722628538125358
"330",3.3,8.95856936650259,-68.9406024706493,-0.0724861971829521
"331",3.31,8.98504871551212,-69.1423640685238,-0.0727095621188206
"332",3.32,9.0115241675927,-69.3440840088654,-0.0729329486126121
"333",3.33,9.03799572394936,-69.5457623050968,-0.0731563566567769
"334",3.34,9.06446338578662,-69.7473989706324,-0.0733797862437995
"335",3.35,9.09092715430848,-69.9489940188817,-0.0736032373661429
"336",3.36,9.11738703071842,-70.1505474632467,-0.0738267100162948
"337",3.37,9.14384301621942,-70.3520593171258,-0.0740502041867256
"338",3.38,9.17029511201391,-70.5535295939112,-0.0742737198698996
"339",3.39,9.19674331930384,-70.7549583069883,-0.0744972570583241
"340",3.4,9.22318763929062,-70.9563454697374,-0.0747208157444619
"341",3.41,9.24962807317516,-71.1576910955332,-0.0749443959208044
"342",3.42,9.27606462215784,-71.3589951977436,-0.075167997579873
"343",3.43,9.30249728743854,-71.5602577897322,-0.0753916207141146
"344",3.44,9.32892607021662,-71.7614788848554,-0.0756152653160501
"345",3.45,9.35535097169092,-71.9626584964648,-0.0758389313781632
"346",3.46,9.38177199305977,-72.1637966379055,-0.0760626188929692
"347",3.47,9.40818913552099,-72.3648933225171,-0.0762863278529539
"348",3.48,9.43460240027187,-72.5659485636351,-0.0765100582506414
"349",3.49,9.46101178850921,-72.7669623745859,-0.0767338100785258
"350",3.5,9.48741730142929,-72.9679347686926,-0.07695758332912
"351",3.51,9.51381894022787,-73.1688657592726,-0.0771813779949351
"352",3.52,9.5402167061002,-73.369755359636,-0.0774051940684906
"353",3.53,9.56661060024102,-73.570603583087,-0.0776290315422921
"354",3.54,9.59300062384455,-73.7714104429274,-0.0778528904088825
"355",3.55,9.61938677810452,-73.9721759524494,-0.078076770660771
"356",3.56,9.64576906421413,-74.1729001249404,-0.0783006722904736
"357",3.57,9.67214748336606,-74.3735829736838,-0.0785245952905281
"358",3.58,9.69852203675251,-74.5742245119555,-0.078748539653465
"359",3.59,9.72489272556514,-74.7748247530273,-0.0789725053718241
"360",3.6,9.75125955099513,-74.9753837101626,-0.0791964924381159
"361",3.61,9.77762251423311,-75.1759013966209,-0.0794205008449077
"362",3.62,9.80398161646923,-75.3763778256572,-0.0796445305847272
"363",3.63,9.83033685889313,-75.5768130105183,-0.0798685816501102
"364",3.64,9.85668824269392,-75.7772069644461,-0.0800926540336152
"365",3.65,9.88303576906023,-75.9775597006775,-0.0803167477277864
"366",3.66,9.90937943918016,-76.1778712324437,-0.0805408627251673
"367",3.67,9.93571925424131,-76.3781415729685,-0.0807649990183158
"368",3.68,9.96205521543077,-76.5783707354716,-0.0809891565997813
"369",3.69,9.98838732393512,-76.7785587331665,-0.0812133354621236
"370",3.7,10.0147155809404,-76.9787055792624,-0.0814375355979201
"371",3.71,10.0410399876323,-77.1788112869596,-0.0816617569997078
"372",3.72,10.0673605451957,-77.3788758694559,-0.0818859996600669
"373",3.73,10.0936772548153,-77.5788993399422,-0.0821102635715616
"374",3.74,10.1199901176751,-77.7788817116026,-0.0823345487267646
"375",3.75,10.1462991349586,-77.9788229976172,-0.0825588551182522
"376",3.76,10.1726043078489,-78.1787232111591,-0.0827831827385801
"377",3.77,10.1989056375285,-78.378582365399,-0.0830075315803505
"378",3.78,10.2252031251795,-78.5784004734964,-0.0832319016361315
"379",3.79,10.2514967719833,-78.7781775486084,-0.0834562928985133
"380",3.8,10.2777865791209,-78.9779136038876,-0.0836807053600706
"381",3.81,10.304072547773,-79.1776086524787,-0.0839051390134014
"382",3.82,10.3303546791194,-79.3772627075206,-0.0841295938510887
"383",3.83,10.3566329743397,-79.5768757821483,-0.0843540698657322
"384",3.84,10.3829074346128,-79.7764478894906,-0.0845785670499144
"385",3.85,10.4091780611174,-79.9759790426697,-0.084803085396254
"386",3.86,10.4354448550314,-80.175469254803,-0.0850276248973335
"387",3.87,10.4617078175322,-80.3749185390017,-0.085252185545759
"388",3.88,10.4879669497968,-80.5743269083722,-0.0854767673341391
"389",3.89,10.5142222530018,-80.7736943760139,-0.0857013702550708
"390",3.9,10.5404737283231,-80.9730209550225,-0.0859259943011867
"391",3.91,10.5667213769362,-81.1723066584868,-0.0861506394650976
"392",3.92,10.5929652000161,-81.371551499489,-0.0863753057393929
"393",3.93,10.6192051987372,-81.5707554911081,-0.0865999931167015
"394",3.94,10.6454413742736,-81.7699186464147,-0.0868247015896624
"395",3.95,10.6716737277987,-81.9690409784775,-0.0870494311508783
"396",3.96,10.6979022604855,-82.1681225003557,-0.0872741817929733
"397",3.97,10.7241269735064,-82.3671632251043,-0.0874989535085875
"398",3.98,10.7503478680335,-82.5661631657744,-0.0877237462903397
"399",3.99,10.7765649452382,-82.7651223354089,-0.0879485601308747
"400",4,10.8027782062915,-82.9640407470462,-0.0881733950228122
"401",4.01,10.8289876523639,-83.162918413719,-0.0883982509587979
"402",4.02,10.8551932846253,-83.3617553484564,-0.0886231279314851
"403",4.03,10.8813951042452,-83.5605515642777,-0.0888480259334928
"404",4.04,10.9075931123927,-83.7593070741993,-0.0890729449574716
"405",4.05,10.9337873102362,-83.9580218912324,-0.0892978849960832
"406",4.06,10.9599776989436,-84.1566960283811,-0.0895228460419558
"407",4.07,10.9861642796826,-84.355329498645,-0.0897478280877595
"408",4.08,11.01234705362,-84.5539223150179,-0.0899728311261399
"409",4.09,11.0385260219224,-84.7524744904892,-0.0901978551497601
"410",4.1,11.0647011857557,-84.9509860380377,-0.0904229001512767
